Klaszter,Klaszter_ID,Elemszám (db),Elemszám (%),Átlag age,Átlag balance,Min age,Max age,Min balance,Max balance
Cluster_891,891,5,0.01105925549092035,30.0,3036.8,30,30,3026,3048
Cluster_889,889,5,0.01105925549092035,51.0,2329.8,51,51,2315,2337
Cluster_888,888,5,0.01105925549092035,39.0,2983.0,39,39,2976,2990
Cluster_509,509,5,0.01105925549092035,48.0,-204.8,48,48,-212,-202
Cluster_514,514,5,0.01105925549092035,37.0,3425.0,37,37,3420,3429
Cluster_512,512,5,0.01105925549092035,57.0,3284.6,57,57,3277,3288
Cluster_685,685,5,0.01105925549092035,58.0,4152.8,58,58,4150,4158
Cluster_682,682,5,0.01105925549092035,41.0,2775.4,41,41,2767,2790
Cluster_680,680,5,0.01105925549092035,46.0,2089.8,46,46,2084,2098
Cluster_884,884,5,0.01105925549092035,35.0,3486.6,35,35,3468,3507
Cluster_201,201,5,0.01105925549092035,26.0,1347.4,26,26,1346,1349
Cluster_218,218,5,0.01105925549092035,56.0,1399.2,56,56,1388,1412
Cluster_209,209,5,0.01105925549092035,37.0,2372.4,37,37,2364,2390
Cluster_238,238,5,0.01105925549092035,30.0,-521.6,30,30,-529,-517
Cluster_232,232,5,0.01105925549092035,28.0,-345.8,28,28,-358,-328
Cluster_223,223,5,0.01105925549092035,28.0,-271.8,28,28,-284,-260
Cluster_873,873,5,0.01105925549092035,57.0,2105.8,57,57,2087,2120
Cluster_869,869,5,0.01105925549092035,30.0,4882.8,30,30,4867,4896
Cluster_868,868,5,0.01105925549092035,31.0,1450.4,31,31,1441,1463
Cluster_867,867,5,0.01105925549092035,52.0,2562.0,52,52,2549,2578
Cluster_865,865,5,0.01105925549092035,48.0,2087.8,48,48,2071,2106
Cluster_863,863,5,0.01105925549092035,54.0,-132.8,54,54,-152,-119
Cluster_247,247,5,0.01105925549092035,61.0,1056.0,61,61,1046,1060
Cluster_246,246,5,0.01105925549092035,40.0,-161.0,40,40,-166,-154
Cluster_862,862,5,0.01105925549092035,30.0,2419.4,30,30,2403,2427
Cluster_708,708,5,0.01105925549092035,49.0,-467.4,49,49,-478,-454
Cluster_474,474,5,0.01105925549092035,32.0,5262.8,32,32,5252,5276
Cluster_465,465,5,0.01105925549092035,31.0,4322.4,31,31,4315,4331
Cluster_701,701,5,0.01105925549092035,42.0,2820.6,42,42,2812,2835
Cluster_693,693,5,0.01105925549092035,52.0,1949.2,52,52,1933,1964
Cluster_854,854,5,0.01105925549092035,33.0,2915.6,33,33,2904,2934
Cluster_851,851,5,0.01105925549092035,53.0,2579.6,53,53,2578,2581
Cluster_848,848,5,0.01105925549092035,42.0,3219.8,42,42,3211,3236
Cluster_263,263,5,0.01105925549092035,53.0,1560.6,53,53,1554,1570
Cluster_284,284,5,0.01105925549092035,43.0,1522.6,43,43,1516,1532
Cluster_282,282,5,0.01105925549092035,54.0,2053.2,54,54,2037,2062
Cluster_281,281,5,0.01105925549092035,57.0,2230.8,57,57,2223,2236
Cluster_274,274,5,0.01105925549092035,23.0,-218.4,23,23,-230,-207
Cluster_846,846,5,0.01105925549092035,46.0,2387.2,46,46,2367,2401
Cluster_443,443,5,0.01105925549092035,35.0,1422.0,35,35,1416,1432
Cluster_436,436,5,0.01105925549092035,40.0,3568.6,40,40,3557,3585
Cluster_433,433,5,0.01105925549092035,37.0,5118.0,37,37,5106,5132
Cluster_709,709,5,0.01105925549092035,55.0,1433.2,55,55,1420,1446
Cluster_841,841,5,0.01105925549092035,52.0,-477.0,52,52,-490,-462
Cluster_840,840,5,0.01105925549092035,23.0,1232.8,23,23,1226,1235
Cluster_838,838,5,0.01105925549092035,46.0,3991.8,46,46,3969,4007
Cluster_835,835,5,0.01105925549092035,33.0,5437.8,33,33,5437,5441
Cluster_834,834,5,0.01105925549092035,59.0,2302.4,59,59,2291,2319
Cluster_827,827,5,0.01105925549092035,50.0,1764.6,50,50,1743,1784
Cluster_823,823,5,0.01105925549092035,47.0,4401.6,47,47,4386,4420
Cluster_822,822,5,0.01105925549092035,57.0,1688.4,57,57,1681,1700
Cluster_821,821,5,0.01105925549092035,32.0,3097.8,32,32,3083,3107
Cluster_820,820,5,0.01105925549092035,28.0,1633.6,28,28,1628,1638
Cluster_818,818,5,0.01105925549092035,37.0,7618.8,37,37,7612,7622
Cluster_287,287,5,0.01105925549092035,50.0,2958.4,50,50,2938,2972
Cluster_814,814,5,0.01105925549092035,49.0,2410.0,49,49,2400,2420
Cluster_812,812,5,0.01105925549092035,46.0,2426.0,46,46,2420,2441
Cluster_811,811,5,0.01105925549092035,57.0,1742.4,57,57,1728,1753
Cluster_809,809,5,0.01105925549092035,37.0,2984.6,37,37,2971,2991
Cluster_736,736,5,0.01105925549092035,50.0,3294.4,50,50,3284,3304
Cluster_735,735,5,0.01105925549092035,60.0,1342.4,60,60,1327,1361
Cluster_426,426,5,0.01105925549092035,35.0,2046.4,35,35,2040,2054
Cluster_423,423,5,0.01105925549092035,34.0,3991.4,34,34,3986,3997
Cluster_422,422,5,0.01105925549092035,39.0,3046.6,39,39,3032,3059
Cluster_416,416,5,0.01105925549092035,30.0,3295.8,30,30,3286,3313
Cluster_732,732,5,0.01105925549092035,59.0,1250.4,59,59,1245,1265
Cluster_731,731,5,0.01105925549092035,50.0,1009.8,50,50,992,1022
Cluster_726,726,5,0.01105925549092035,30.0,4460.6,30,30,4448,4471
Cluster_724,724,5,0.01105925549092035,51.0,1383.8,51,51,1374,1394
Cluster_756,756,5,0.01105925549092035,45.0,1586.2,45,45,1577,1603
Cluster_753,753,5,0.01105925549092035,38.0,6999.4,38,38,6994,7005
Cluster_751,751,5,0.01105925549092035,37.0,3724.6,37,37,3715,3737
Cluster_405,405,5,0.01105925549092035,45.0,2124.0,45,45,2119,2128
Cluster_747,747,5,0.01105925549092035,56.0,1861.0,56,56,1848,1877
Cluster_744,744,5,0.01105925549092035,52.0,-302.0,52,52,-309,-297
Cluster_743,743,5,0.01105925549092035,38.0,2672.4,38,38,2656,2685
Cluster_742,742,5,0.01105925549092035,51.0,1931.4,51,51,1911,1944
Cluster_801,801,5,0.01105925549092035,59.0,1628.4,59,59,1611,1637
Cluster_800,800,5,0.01105925549092035,58.0,-156.2,58,58,-172,-146
Cluster_326,326,5,0.01105925549092035,46.0,4043.6,46,46,4023,4064
Cluster_322,322,5,0.01105925549092035,42.0,2913.6,42,42,2906,2918
Cluster_797,797,5,0.01105925549092035,43.0,3524.8,43,43,3518,3530
Cluster_787,787,5,0.01105925549092035,41.0,3019.8,41,41,3013,3029
Cluster_345,345,5,0.01105925549092035,42.0,3402.8,42,42,3396,3407
Cluster_343,343,5,0.01105925549092035,60.0,1217.4,60,60,1210,1226
Cluster_351,351,5,0.01105925549092035,47.0,3230.8,47,47,3216,3237
Cluster_777,777,5,0.01105925549092035,49.0,2569.6,49,49,2555,2585
Cluster_773,773,5,0.01105925549092035,42.0,2035.8,42,42,2030,2044
Cluster_770,770,5,0.01105925549092035,60.0,2148.6,60,60,2131,2166
Cluster_380,380,5,0.01105925549092035,44.0,3679.2,44,44,3665,3689
Cluster_398,398,5,0.01105925549092035,50.0,1463.6,50,50,1457,1477
Cluster_396,396,5,0.01105925549092035,52.0,-338.0,52,52,-346,-332
Cluster_765,765,5,0.01105925549092035,45.0,1438.2,45,45,1433,1447
Cluster_760,760,5,0.01105925549092035,60.0,1039.0,60,60,1025,1047
Cluster_1006,1006,5,0.01105925549092035,82.0,0.0,82,82,0,0
Cluster_997,997,5,0.01105925549092035,43.0,2155.8,43,43,2145,2169
Cluster_1022,1022,5,0.01105925549092035,45.0,2560.4,45,45,2552,2571
Cluster_1021,1021,5,0.01105925549092035,20.0,168.0,20,20,153,179
Cluster_1018,1018,5,0.01105925549092035,70.0,1.6,70,70,0,4
Cluster_1017,1017,5,0.01105925549092035,23.0,913.8,23,23,897,922
Cluster_1013,1013,5,0.01105925549092035,69.0,0.8,69,69,0,4
Cluster_1011,1011,5,0.01105925549092035,73.0,514.6,73,73,508,519
Cluster_1010,1010,5,0.01105925549092035,28.0,1923.6,28,28,1918,1925
Cluster_1007,1007,5,0.01105925549092035,62.0,565.8,62,62,557,569
Cluster_1008,1008,4,0.00884740439273628,20.0,213.75,20,20,210,215
Cluster_1012,1012,4,0.00884740439273628,66.0,1942.0,66,66,1929,1948
Cluster_1014,1014,4,0.00884740439273628,64.0,42.0,64,64,34,48
Cluster_1015,1015,4,0.00884740439273628,43.0,1699.75,43,43,1684,1712
Cluster_1019,1019,4,0.00884740439273628,64.0,2139.5,64,64,2139,2140
Cluster_1020,1020,4,0.00884740439273628,78.0,228.75,78,78,220,240
Cluster_610,610,4,0.00884740439273628,38.0,2545.75,38,38,2543,2549
Cluster_614,614,4,0.00884740439273628,49.0,2062.25,49,49,2058,2068
Cluster_996,996,4,0.00884740439273628,26.0,3522.0,26,26,3511,3529
Cluster_998,998,4,0.00884740439273628,21.0,356.25,21,21,347,361
Cluster_1000,1000,4,0.00884740439273628,52.0,-526.5,52,52,-542,-517
Cluster_1001,1001,4,0.00884740439273628,50.0,3367.75,50,50,3357,3374
Cluster_1005,1005,4,0.00884740439273628,70.0,1306.5,70,70,1295,1311
Cluster_1023,1023,4,0.00884740439273628,36.0,3947.75,36,36,3935,3954
Cluster_1024,1024,4,0.00884740439273628,53.0,2396.75,53,53,2385,2406
Cluster_1025,1025,4,0.00884740439273628,49.0,3295.25,49,49,3286,3309
Cluster_1026,1026,4,0.00884740439273628,73.0,2850.0,73,73,2850,2850
Cluster_1027,1027,4,0.00884740439273628,48.0,2534.75,48,48,2519,2550
Cluster_1028,1028,4,0.00884740439273628,28.0,2337.0,28,28,2322,2351
Cluster_1029,1029,4,0.00884740439273628,63.0,1491.5,63,63,1486,1495
Cluster_1030,1030,4,0.00884740439273628,27.0,2788.25,27,27,2781,2802
Cluster_1031,1031,4,0.00884740439273628,23.0,1300.5,23,23,1284,1311
Cluster_758,758,4,0.00884740439273628,47.0,2398.25,47,47,2383,2408
Cluster_761,761,4,0.00884740439273628,26.0,-334.75,26,26,-350,-326
Cluster_762,762,4,0.00884740439273628,29.0,2801.75,29,29,2799,2806
Cluster_388,388,4,0.00884740439273628,40.0,2074.0,40,40,2064,2082
Cluster_393,393,4,0.00884740439273628,53.0,2891.25,53,53,2884,2895
Cluster_367,367,4,0.00884740439273628,42.0,2526.25,42,42,2517,2535
Cluster_371,371,4,0.00884740439273628,58.0,2544.0,58,58,2538,2553
Cluster_372,372,4,0.00884740439273628,56.0,-119.0,56,56,-124,-113
Cluster_374,374,4,0.00884740439273628,39.0,2132.5,39,39,2118,2140
Cluster_772,772,4,0.00884740439273628,50.0,1684.25,50,50,1679,1688
Cluster_776,776,4,0.00884740439273628,30.0,1595.5,30,30,1589,1599
Cluster_778,778,4,0.00884740439273628,36.0,3412.25,36,36,3407,3420
Cluster_781,781,4,0.00884740439273628,60.0,1092.25,60,60,1088,1099
Cluster_782,782,4,0.00884740439273628,58.0,2768.5,58,58,2764,2777
Cluster_355,355,4,0.00884740439273628,56.0,2555.5,56,56,2551,2561
Cluster_357,357,4,0.00884740439273628,33.0,-625.5,33,33,-634,-616
Cluster_366,366,4,0.00884740439273628,43.0,2764.25,43,43,2759,2767
Cluster_344,344,4,0.00884740439273628,49.0,2625.0,49,49,2611,2635
Cluster_784,784,4,0.00884740439273628,49.0,2353.25,49,49,2343,2370
Cluster_785,785,4,0.00884740439273628,25.0,-379.5,25,25,-392,-371
Cluster_790,790,4,0.00884740439273628,29.0,2317.0,29,29,2305,2326
Cluster_794,794,4,0.00884740439273628,32.0,4652.75,32,32,4638,4665
Cluster_325,325,4,0.00884740439273628,49.0,2038.75,49,49,2037,2040
Cluster_327,327,4,0.00884740439273628,54.0,2882.25,54,54,2868,2895
Cluster_331,331,4,0.00884740439273628,57.0,3376.5,57,57,3367,3382
Cluster_334,334,4,0.00884740439273628,52.0,1751.5,52,52,1746,1758
Cluster_303,303,4,0.00884740439273628,44.0,1944.0,44,44,1933,1954
Cluster_309,309,4,0.00884740439273628,44.0,2026.5,44,44,2017,2033
Cluster_315,315,4,0.00884740439273628,47.0,4558.5,47,47,4543,4568
Cluster_805,805,4,0.00884740439273628,57.0,2772.75,57,57,2762,2785
Cluster_806,806,4,0.00884740439273628,46.0,2154.25,46,46,2148,2166
Cluster_740,740,4,0.00884740439273628,52.0,3735.75,52,52,3720,3754
Cluster_745,745,4,0.00884740439273628,61.0,51.5,61,61,50,56
Cluster_749,749,4,0.00884740439273628,42.0,3716.5,42,42,3713,3718
Cluster_399,399,4,0.00884740439273628,38.0,2412.5,38,38,2398,2423
Cluster_402,402,4,0.00884740439273628,48.0,5053.25,48,48,5041,5058
Cluster_413,413,4,0.00884740439273628,45.0,4111.75,45,45,4105,4119
Cluster_414,414,4,0.00884740439273628,24.0,1021.5,24,24,1004,1033
Cluster_757,757,4,0.00884740439273628,58.0,1697.0,58,58,1686,1713
Cluster_728,728,4,0.00884740439273628,28.0,2257.0,28,28,2249,2269
Cluster_730,730,4,0.00884740439273628,60.0,1579.25,60,60,1573,1588
Cluster_428,428,4,0.00884740439273628,37.0,5435.5,37,37,5427,5447
Cluster_415,415,4,0.00884740439273628,27.0,3787.75,27,27,3776,3792
Cluster_738,738,4,0.00884740439273628,51.0,1241.5,51,51,1236,1250
Cluster_808,808,4,0.00884740439273628,28.0,6555.0,28,28,6551,6567
Cluster_819,819,4,0.00884740439273628,37.0,3231.25,37,37,3221,3242
Cluster_810,810,4,0.00884740439273628,59.0,784.0,59,59,771,797
Cluster_295,295,4,0.00884740439273628,45.0,3397.5,45,45,3388,3412
Cluster_298,298,4,0.00884740439273628,32.0,2287.5,32,32,2280,2294
Cluster_825,825,4,0.00884740439273628,29.0,-383.75,29,29,-397,-368
Cluster_824,824,4,0.00884740439273628,55.0,2384.25,55,55,2383,2387
Cluster_826,826,4,0.00884740439273628,51.0,-398.75,51,51,-413,-380
Cluster_830,830,4,0.00884740439273628,46.0,1144.5,46,46,1139,1148
Cluster_711,711,4,0.00884740439273628,55.0,2929.75,55,55,2923,2944
Cluster_831,831,4,0.00884740439273628,45.0,2242.75,45,45,2237,2249
Cluster_833,833,4,0.00884740439273628,51.0,1020.75,51,51,1016,1028
Cluster_836,836,4,0.00884740439273628,55.0,1816.0,55,55,1810,1821
Cluster_837,837,4,0.00884740439273628,59.0,1180.5,59,59,1173,1194
Cluster_839,839,4,0.00884740439273628,59.0,4403.0,59,59,4387,4414
Cluster_842,842,4,0.00884740439273628,47.0,3939.0,47,47,3936,3940
Cluster_843,843,4,0.00884740439273628,41.0,4904.0,41,41,4900,4910
Cluster_717,717,4,0.00884740439273628,37.0,3767.5,37,37,3759,3777
Cluster_712,712,4,0.00884740439273628,42.0,2248.25,42,42,2239,2256
Cluster_713,713,4,0.00884740439273628,36.0,3209.75,36,36,3202,3221
Cluster_716,716,4,0.00884740439273628,44.0,1701.0,44,44,1696,1707
Cluster_454,454,4,0.00884740439273628,32.0,2139.75,32,32,2134,2146
Cluster_451,451,4,0.00884740439273628,36.0,8121.75,36,36,8114,8135
Cluster_457,457,4,0.00884740439273628,39.0,4140.25,39,39,4136,4146
Cluster_458,458,4,0.00884740439273628,31.0,8627.5,31,31,8626,8629
Cluster_469,469,4,0.00884740439273628,36.0,-868.75,36,36,-872,-861
Cluster_437,437,4,0.00884740439273628,37.0,6966.0,37,37,6963,6969
Cluster_439,439,4,0.00884740439273628,34.0,-507.5,34,34,-508,-506
Cluster_719,719,4,0.00884740439273628,36.0,3057.0,36,36,3043,3064
Cluster_844,844,4,0.00884740439273628,48.0,-395.5,48,48,-407,-379
Cluster_280,280,4,0.00884740439273628,58.0,3109.75,58,58,3108,3111
Cluster_286,286,4,0.00884740439273628,41.0,4509.75,41,41,4495,4522
Cluster_255,255,4,0.00884740439273628,42.0,1816.5,42,42,1811,1823
Cluster_258,258,4,0.00884740439273628,51.0,3130.0,51,51,3122,3134
Cluster_850,850,4,0.00884740439273628,31.0,6139.75,31,31,6138,6145
Cluster_857,857,4,0.00884740439273628,47.0,3069.75,47,47,3067,3072
Cluster_692,692,4,0.00884740439273628,55.0,1867.0,55,55,1854,1872
Cluster_694,694,4,0.00884740439273628,49.0,1632.0,49,49,1623,1644
Cluster_695,695,4,0.00884740439273628,45.0,4640.25,45,45,4629,4647
Cluster_696,696,4,0.00884740439273628,44.0,1497.0,44,44,1485,1511
Cluster_702,702,4,0.00884740439273628,58.0,5088.25,58,58,5087,5092
Cluster_240,240,4,0.00884740439273628,20.0,130.75,20,20,129,134
Cluster_472,472,4,0.00884740439273628,39.0,4442.0,39,39,4430,4453
Cluster_476,476,4,0.00884740439273628,37.0,1818.25,37,37,1813,1824
Cluster_704,704,4,0.00884740439273628,39.0,2942.25,39,39,2939,2952
Cluster_706,706,4,0.00884740439273628,44.0,1674.25,44,44,1669,1679
Cluster_707,707,4,0.00884740439273628,53.0,4394.75,53,53,4380,4401
Cluster_858,858,4,0.00884740439273628,50.0,4116.75,50,50,4108,4121
Cluster_859,859,4,0.00884740439273628,45.0,-489.5,45,45,-497,-479
Cluster_870,870,4,0.00884740439273628,37.0,-676.5,37,37,-689,-666
Cluster_242,242,4,0.00884740439273628,59.0,-46.25,59,59,-49,-41
Cluster_250,250,4,0.00884740439273628,49.0,2667.5,49,49,2655,2677
Cluster_864,864,4,0.00884740439273628,46.0,2741.75,46,46,2732,2749
Cluster_872,872,4,0.00884740439273628,33.0,4788.25,33,33,4782,4792
Cluster_866,866,4,0.00884740439273628,59.0,2766.25,59,59,2764,2769
Cluster_877,877,4,0.00884740439273628,37.0,3655.25,37,37,3649,3665
Cluster_875,875,4,0.00884740439273628,52.0,1577.25,52,52,1564,1595
Cluster_73,73,4,0.00884740439273628,50.0,1235.5,50,50,1227,1241
Cluster_34,34,4,0.00884740439273628,24.0,-96.75,24,24,-103,-92
Cluster_879,879,4,0.00884740439273628,57.0,2448.0,57,57,2439,2464
Cluster_880,880,4,0.00884740439273628,56.0,1783.0,56,56,1770,1798
Cluster_881,881,4,0.00884740439273628,60.0,1536.25,60,60,1524,1542
Cluster_882,882,4,0.00884740439273628,35.0,3548.0,35,35,3544,3552
Cluster_683,683,4,0.00884740439273628,37.0,2575.5,37,37,2571,2580
Cluster_684,684,4,0.00884740439273628,33.0,3700.5,33,33,3689,3713
Cluster_686,686,4,0.00884740439273628,38.0,3827.5,38,38,3813,3840
Cluster_516,516,4,0.00884740439273628,55.0,-469.25,55,55,-480,-458
Cluster_496,496,4,0.00884740439273628,44.0,5772.75,44,44,5757,5781
Cluster_503,503,4,0.00884740439273628,56.0,-211.75,56,56,-229,-199
Cluster_483,483,4,0.00884740439273628,31.0,4947.0,31,31,4941,4951
Cluster_485,485,4,0.00884740439273628,34.0,5550.0,34,34,5547,5553
Cluster_688,688,4,0.00884740439273628,53.0,2012.5,53,53,2009,2018
Cluster_691,691,4,0.00884740439273628,40.0,2937.25,40,40,2932,2946
Cluster_885,885,4,0.00884740439273628,37.0,4323.75,37,37,4321,4332
Cluster_886,886,4,0.00884740439273628,38.0,2809.5,38,38,2801,2813
Cluster_893,893,4,0.00884740439273628,53.0,6656.5,53,53,6649,6671
Cluster_895,895,4,0.00884740439273628,55.0,1399.75,55,55,1393,1402
Cluster_896,896,4,0.00884740439273628,56.0,2325.0,56,56,2313,2333
Cluster_897,897,4,0.00884740439273628,60.0,1618.25,60,60,1608,1626
Cluster_898,898,4,0.00884740439273628,32.0,3599.5,32,32,3586,3616
Cluster_899,899,4,0.00884740439273628,50.0,1051.75,50,50,1044,1064
Cluster_900,900,4,0.00884740439273628,31.0,4031.0,31,31,4015,4041
Cluster_901,901,4,0.00884740439273628,31.0,2662.75,31,31,2652,2667
Cluster_902,902,4,0.00884740439273628,32.0,2424.25,32,32,2414,2431
Cluster_904,904,4,0.00884740439273628,48.0,1904.75,48,48,1893,1913
Cluster_905,905,4,0.00884740439273628,57.0,3580.0,57,57,3570,3594
Cluster_906,906,4,0.00884740439273628,43.0,1863.25,43,43,1854,1880
Cluster_907,907,4,0.00884740439273628,53.0,1664.5,53,53,1653,1672
Cluster_909,909,4,0.00884740439273628,48.0,1037.5,48,48,1033,1042
Cluster_910,910,4,0.00884740439273628,32.0,6274.5,32,32,6259,6284
Cluster_161,161,4,0.00884740439273628,38.0,4585.75,38,38,4582,4592
Cluster_911,911,4,0.00884740439273628,45.0,2702.25,45,45,2690,2718
Cluster_914,914,4,0.00884740439273628,54.0,2158.75,54,54,2152,2171
Cluster_915,915,4,0.00884740439273628,44.0,2457.75,44,44,2439,2470
Cluster_918,918,4,0.00884740439273628,36.0,2318.75,36,36,2309,2326
Cluster_919,919,4,0.00884740439273628,57.0,1835.5,57,57,1828,1841
Cluster_662,662,4,0.00884740439273628,27.0,1921.0,27,27,1913,1928
Cluster_666,666,4,0.00884740439273628,39.0,3502.25,39,39,3494,3518
Cluster_527,527,4,0.00884740439273628,26.0,904.25,26,26,895,915
Cluster_533,533,4,0.00884740439273628,26.0,3153.25,26,26,3145,3160
Cluster_535,535,4,0.00884740439273628,26.0,1644.0,26,26,1641,1646
Cluster_536,536,4,0.00884740439273628,29.0,2898.75,29,29,2891,2907
Cluster_537,537,4,0.00884740439273628,47.0,-409.25,47,47,-423,-401
Cluster_539,539,4,0.00884740439273628,42.0,3050.25,42,42,3038,3068
Cluster_542,542,4,0.00884740439273628,52.0,1997.25,52,52,1988,2002
Cluster_671,671,4,0.00884740439273628,40.0,1779.75,40,40,1777,1783
Cluster_920,920,4,0.00884740439273628,33.0,8032.75,33,33,8023,8047
Cluster_924,924,4,0.00884740439273628,38.0,5121.25,38,38,5115,5133
Cluster_928,928,4,0.00884740439273628,53.0,2688.0,53,53,2679,2693
Cluster_932,932,4,0.00884740439273628,39.0,-528.5,39,39,-540,-516
Cluster_933,933,4,0.00884740439273628,30.0,-559.0,30,30,-570,-548
Cluster_573,573,4,0.00884740439273628,42.0,4268.75,42,42,4253,4279
Cluster_641,641,4,0.00884740439273628,28.0,6323.0,28,28,6307,6332
Cluster_545,545,4,0.00884740439273628,35.0,-710.75,35,35,-718,-701
Cluster_642,642,4,0.00884740439273628,42.0,-470.25,42,42,-480,-465
Cluster_646,646,4,0.00884740439273628,33.0,3403.75,33,33,3401,3406
Cluster_651,651,4,0.00884740439273628,48.0,4413.25,48,48,4408,4415
Cluster_547,547,4,0.00884740439273628,36.0,1655.25,36,36,1653,1659
Cluster_546,546,4,0.00884740439273628,41.0,-275.75,41,41,-278,-274
Cluster_659,659,4,0.00884740439273628,57.0,2889.75,57,57,2887,2893
Cluster_557,557,4,0.00884740439273628,24.0,930.75,24,24,926,933
Cluster_993,993,4,0.00884740439273628,23.0,783.5,23,23,780,794
Cluster_994,994,4,0.00884740439273628,34.0,2995.5,34,34,2984,3004
Cluster_934,934,4,0.00884740439273628,38.0,3436.75,38,38,3419,3452
Cluster_935,935,4,0.00884740439273628,33.0,3814.75,33,33,3805,3827
Cluster_939,939,4,0.00884740439273628,35.0,2885.0,35,35,2878,2897
Cluster_941,941,4,0.00884740439273628,27.0,2736.75,27,27,2729,2752
Cluster_942,942,4,0.00884740439273628,27.0,1455.5,27,27,1444,1475
Cluster_943,943,4,0.00884740439273628,30.0,3406.25,30,30,3392,3418
Cluster_951,951,4,0.00884740439273628,47.0,1929.25,47,47,1917,1939
Cluster_944,944,4,0.00884740439273628,40.0,1644.75,40,40,1641,1646
Cluster_945,945,4,0.00884740439273628,62.0,1492.75,62,62,1486,1495
Cluster_948,948,4,0.00884740439273628,60.0,4249.5,60,60,4243,4256
Cluster_952,952,4,0.00884740439273628,56.0,1553.5,56,56,1539,1561
Cluster_949,949,4,0.00884740439273628,36.0,2694.5,36,36,2685,2706
Cluster_118,118,4,0.00884740439273628,44.0,1631.25,44,44,1617,1646
Cluster_957,957,4,0.00884740439273628,73.0,449.5,73,73,443,459
Cluster_637,637,4,0.00884740439273628,44.0,3436.75,44,44,3432,3444
Cluster_638,638,4,0.00884740439273628,28.0,3025.5,28,28,3019,3029
Cluster_119,119,4,0.00884740439273628,57.0,2147.25,57,57,2137,2155
Cluster_959,959,4,0.00884740439273628,28.0,2488.0,28,28,2474,2503
Cluster_960,960,4,0.00884740439273628,83.0,0.0,83,83,0,0
Cluster_964,964,4,0.00884740439273628,57.0,5945.0,57,57,5935,5961
Cluster_965,965,4,0.00884740439273628,67.0,1433.25,67,67,1430,1443
Cluster_636,636,4,0.00884740439273628,38.0,2986.0,38,38,2978,2998
Cluster_587,587,4,0.00884740439273628,44.0,6488.25,44,44,6485,6491
Cluster_590,590,4,0.00884740439273628,51.0,1491.5,51,51,1490,1495
Cluster_579,579,4,0.00884740439273628,51.0,-465.5,51,51,-471,-461
Cluster_581,581,4,0.00884740439273628,55.0,2165.0,55,55,2152,2171
Cluster_559,559,4,0.00884740439273628,54.0,1859.25,54,54,1849,1872
Cluster_567,567,4,0.00884740439273628,41.0,2840.25,41,41,2823,2852
Cluster_571,571,4,0.00884740439273628,55.0,2201.75,55,55,2193,2206
Cluster_570,570,4,0.00884740439273628,50.0,-572.25,50,50,-584,-556
Cluster_995,995,4,0.00884740439273628,36.0,3552.0,36,36,3537,3560
Cluster_1032,1032,4,0.00884740439273628,41.0,3356.75,41,41,3348,3371
Cluster_967,967,4,0.00884740439273628,62.0,1521.5,62,62,1515,1528
Cluster_969,969,4,0.00884740439273628,29.0,1227.25,29,29,1218,1238
Cluster_970,970,4,0.00884740439273628,27.0,2174.0,27,27,2159,2183
Cluster_971,971,4,0.00884740439273628,35.0,1937.5,35,35,1924,1949
Cluster_972,972,4,0.00884740439273628,74.0,931.5,74,74,921,935
Cluster_973,973,4,0.00884740439273628,60.0,1910.75,60,60,1900,1923
Cluster_104,104,4,0.00884740439273628,52.0,3163.5,52,52,3151,3175
Cluster_89,89,4,0.00884740439273628,54.0,2106.0,54,54,2102,2110
Cluster_975,975,4,0.00884740439273628,32.0,-632.5,32,32,-648,-616
Cluster_978,978,4,0.00884740439273628,40.0,2488.75,40,40,2471,2502
Cluster_619,619,4,0.00884740439273628,27.0,2068.5,27,27,2061,2074
Cluster_615,615,4,0.00884740439273628,36.0,2816.25,36,36,2806,2823
Cluster_596,596,4,0.00884740439273628,39.0,3247.5,39,39,3231,3261
Cluster_621,621,4,0.00884740439273628,50.0,2635.25,50,50,2629,2641
Cluster_991,991,4,0.00884740439273628,48.0,-139.75,48,48,-154,-130
Cluster_992,992,4,0.00884740439273628,32.0,6139.75,32,32,6138,6145
Cluster_597,597,4,0.00884740439273628,52.0,2908.5,52,52,2901,2920
Cluster_631,631,4,0.00884740439273628,29.0,2766.25,29,29,2753,2776
Cluster_982,982,4,0.00884740439273628,27.0,3098.25,27,27,3083,3110
Cluster_984,984,4,0.00884740439273628,37.0,2437.25,37,37,2424,2442
Cluster_986,986,4,0.00884740439273628,59.0,-194.0,59,59,-209,-182
Cluster_987,987,4,0.00884740439273628,58.0,3868.25,58,58,3858,3884
Cluster_860,860,3,0.0066355532945522105,30.0,3337.6666666666665,30,30,3330,3343
Cluster_725,725,3,0.0066355532945522105,39.0,2230.3333333333335,39,39,2226,2239
Cluster_653,653,3,0.0066355532945522105,28.0,-301.0,28,28,-303,-298
Cluster_931,931,3,0.0066355532945522105,31.0,3146.0,31,31,3142,3154
Cluster_938,938,3,0.0066355532945522105,56.0,-252.33333333333334,56,56,-256,-246
Cluster_947,947,3,0.0066355532945522105,35.0,1899.6666666666667,35,35,1891,1906
Cluster_980,980,3,0.0066355532945522105,48.0,-507.3333333333333,48,48,-513,-500
Cluster_105,105,3,0.0066355532945522105,38.0,1764.3333333333333,38,38,1759,1767
